"P1_S1","P1_S2","P1_S3","P1_S4","P2_S1","P2_S2","P2_S3","P2_S4","P3_S1","P3_S2","P3_S3","P3_S4"
0.385,0.269,0.061,0.498,0.385,0.269,0.061,0.498,0.0,0.0,0.3547,0.0893
0.394,0.258,0.07,0.467,0.394,0.258,0.07,0.467,0.0,0.0,0.5009,0.0373
0.406,0.24,0.077,0.45,0.406,0.24,0.077,0.45,0.0,0.002,0.5718,0.0068
0.423,0.227,0.083,0.427,0.423,0.227,0.083,0.427,0.0,0.011,0.5252,0.0002
0.426,0.238,0.091,0.424,0.426,0.238,0.091,0.424,0.0,0.0276,0.4504,0.0
0.41,0.267,0.102,0.416,0.41,0.267,0.102,0.416,0.0,0.047,0.4533,0.0
0.389,0.292,0.11,0.404,0.389,0.292,0.11,0.404,0.0,0.0758,0.4184,0.0
0.366,0.322,0.114,0.399,0.366,0.322,0.114,0.399,0.0,0.1178,0.3531,0.0
0.337,0.349,0.113,0.398,0.337,0.349,0.113,0.398,0.0,0.1835,0.2629,0.0
0.291,0.388,0.107,0.397,0.291,0.388,0.107,0.397,0.0,0.2718,0.1772,0.0
0.26,0.428,0.096,0.385,0.26,0.428,0.096,0.385,0.0,0.4236,0.0911,0.0
0.243,0.453,0.088,0.377,0.243,0.453,0.088,0.377,0.001,0.4809,0.0243,0.0
0.224,0.475,0.084,0.377,0.224,0.475,0.084,0.377,0.0149,0.4763,0.0023,0.0
0.232,0.479,0.084,0.38,0.232,0.479,0.084,0.38,0.0353,0.43,0.0,0.0
0.243,0.451,0.087,0.376,0.243,0.451,0.087,0.376,0.0559,0.3618,0.0,0.0
0.262,0.406,0.098,0.371,0.262,0.406,0.098,0.371,0.0784,0.2447,0.0,0.0
0.292,0.348,0.107,0.366,0.292,0.348,0.107,0.366,0.0891,0.1241,0.0,0.0
0.319,0.307,0.116,0.358,0.319,0.307,0.116,0.358,0.0991,0.041,0.0,0.0015
0.338,0.301,0.126,0.353,0.338,0.301,0.126,0.353,0.0919,0.0059,0.0,0.0163
0.323,0.294,0.137,0.341,0.323,0.294,0.137,0.341,0.0634,0.0001,0.0,0.0387
0.308,0.296,0.146,0.355,0.308,0.296,0.146,0.355,0.0347,0.0,0.0,0.0548
0.303,0.297,0.154,0.38,0.303,0.297,0.154,0.38,0.0024,0.0,0.0093,0.0558
0.298,0.303,0.155,0.417,0.298,0.303,0.155,0.417,0.0,0.0,0.0503,0.0645
0.307,0.315,0.161,0.408,0.307,0.315,0.161,0.408,0.0,0.0,0.1243,0.0701
0.296,0.317,0.17,0.434,0.296,0.317,0.17,0.434,0.0,0.0,0.199,0.0509
0.3,0.321,0.182,0.469,0.3,0.321,0.182,0.469,0.0,0.0,0.261,0.0277
0.309,0.323,0.195,0.49,0.309,0.323,0.195,0.49,0.0,0.0089,0.2843,0.007
0.337,0.334,0.21,0.495,0.337,0.334,0.21,0.495,0.0,0.0576,0.3059,0.0005
0.332,0.347,0.22,0.499,0.332,0.347,0.22,0.499,0.0,0.1437,0.3035,0.0
0.343,0.367,0.223,0.521,0.343,0.367,0.223,0.521,0.0,0.2363,0.32,0.0
0.353,0.386,0.219,0.515,0.353,0.386,0.219,0.515,0.0,0.3183,0.2999,0.0
0.365,0.401,0.214,0.534,0.365,0.401,0.214,0.534,0.0,0.419,0.2579,0.0
0.376,0.416,0.207,0.58,0.376,0.416,0.207,0.58,0.0,0.4963,0.2114,0.0
0.373,0.441,0.192,0.592,0.373,0.441,0.192,0.592,0.0,0.4783,0.1388,0.0
0.379,0.455,0.173,0.575,0.379,0.455,0.173,0.575,0.0,0.4959,0.069,0.0
0.378,0.463,0.157,0.549,0.378,0.463,0.157,0.549,0.0029,0.4616,0.0175,0.0
0.372,0.465,0.146,0.495,0.372,0.465,0.146,0.495,0.0499,0.4402,0.0014,0.0
0.395,0.458,0.135,0.437,0.395,0.458,0.135,0.437,0.1275,0.3787,0.0,0.0
0.421,0.43,0.125,0.409,0.421,0.43,0.125,0.409,0.2052,0.2826,0.0,0.0
0.45,0.4,0.128,0.396,0.45,0.4,0.128,0.396,0.2585,0.1897,0.0,0.0
0.464,0.357,0.13,0.43,0.464,0.357,0.13,0.43,0.2831,0.1297,0.0,0.0
0.459,0.316,0.129,0.489,0.459,0.316,0.129,0.489,0.2746,0.0485,0.0,0.002
0.438,0.296,0.126,0.556,0.438,0.296,0.126,0.556,0.2271,0.0066,0.0,0.0339
0.428,0.29,0.119,0.624,0.428,0.29,0.119,0.624,0.1564,0.0001,0.0,0.095
0.372,0.292,0.119,0.677,0.372,0.292,0.119,0.677,0.0784,0.0,0.0,0.1333
0.345,0.297,0.126,0.71,0.345,0.297,0.126,0.71,0.0021,0.0,0.0151,0.1432
0.342,0.299,0.137,0.725,0.342,0.299,0.137,0.725,0.0,0.0,0.0726,0.1316
0.345,0.3,0.162,0.723,0.345,0.3,0.162,0.723,0.0,0.0,0.1499,0.1064
0.357,0.299,0.197,0.711,0.357,0.299,0.197,0.711,0.0,0.0,0.242,0.0772
0.381,0.291,0.236,0.701,0.381,0.291,0.236,0.701,0.0,0.0,0.3115,0.0417
0.388,0.292,0.272,0.692,0.388,0.292,0.272,0.692,0.0,0.0117,0.351,0.0095
0.398,0.305,0.317,0.631,0.398,0.305,0.317,0.631,0.0,0.073,0.3627,0.0005
0.415,0.323,0.366,0.614,0.415,0.323,0.366,0.614,0.0,0.3263,0.3284,0.0
0.426,0.34,0.408,0.627,0.426,0.34,0.408,0.627,0.0,0.3253,0.2656,0.0
0.433,0.348,0.428,0.646,0.433,0.348,0.428,0.646,0.0,0.3599,0.1861,0.0
0.43,0.333,0.429,0.724,0.43,0.333,0.429,0.724,0.0,0.3958,0.1384,0.0
0.426,0.316,0.4,0.75,0.426,0.316,0.4,0.75,0.0,0.4159,0.0941,0.0
0.444,0.308,0.363,0.751,0.444,0.308,0.363,0.751,0.0,0.4458,0.0588,0.0
0.428,0.313,0.324,0.738,0.428,0.313,0.324,0.738,0.0,0.4777,0.0285,0.0
0.424,0.313,0.291,0.71,0.424,0.313,0.291,0.71,0.0026,0.5235,0.0065,0.0
0.441,0.302,0.257,0.684,0.441,0.302,0.257,0.684,0.0438,0.5002,0.0004,0.0
0.457,0.28,0.229,0.641,0.457,0.28,0.229,0.641,0.1099,0.4282,0.0,0.0
0.47,0.258,0.205,0.596,0.47,0.258,0.205,0.596,0.18,0.3443,0.0,0.0
0.487,0.224,0.191,0.555,0.487,0.224,0.191,0.555,0.2288,0.247,0.0,0.0
0.521,0.184,0.174,0.508,0.521,0.184,0.174,0.508,0.2346,0.1384,0.0,0.0
0.547,0.146,0.159,0.457,0.547,0.146,0.159,0.457,0.2124,0.0472,0.0,0.0004
0.545,0.131,0.153,0.425,0.545,0.131,0.153,0.425,0.1715,0.0067,0.0,0.0118
0.531,0.132,0.15,0.4,0.531,0.132,0.15,0.4,0.1195,0.0001,0.0,0.0339
0.537,0.138,0.145,0.389,0.537,0.138,0.145,0.389,0.0617,0.0,0.0,0.0502
0.528,0.143,0.144,0.386,0.528,0.143,0.144,0.386,0.0023,0.0,0.0055,0.0614
0.555,0.147,0.142,0.383,0.555,0.147,0.142,0.383,0.0,0.0,0.0343,0.0672
0.567,0.157,0.148,0.37,0.567,0.157,0.148,0.37,0.0,0.0,0.0826,0.0742
0.57,0.166,0.16,0.355,0.57,0.166,0.16,0.355,0.0,0.0,0.1462,0.0617
0.585,0.173,0.19,0.342,0.585,0.173,0.19,0.342,0.0,0.0,0.2176,0.0327
0.63,0.18,0.235,0.344,0.63,0.18,0.235,0.344,0.0,0.0109,0.2427,0.0073
0.647,0.193,0.278,0.35,0.647,0.193,0.278,0.35,0.0,0.0687,0.2826,0.0004
0.648,0.204,0.307,0.361,0.648,0.204,0.307,0.361,0.0,0.1563,0.3052,0.0
0.639,0.228,0.323,0.366,0.639,0.228,0.323,0.366,0.0,0.2766,0.2951,0.0
0.652,0.251,0.338,0.365,0.652,0.251,0.338,0.365,0.0,0.4009,0.2525,0.0
0.645,0.278,0.348,0.358,0.645,0.278,0.348,0.358,0.0,0.4984,0.1946,0.0
0.606,0.297,0.349,0.342,0.606,0.297,0.349,0.342,0.0,0.5785,0.1455,0.0
0.572,0.316,0.352,0.323,0.572,0.316,0.352,0.323,0.0,0.604,0.0888,0.0
0.541,0.324,0.359,0.302,0.541,0.324,0.359,0.302,0.0,0.642,0.0431,0.0
0.525,0.327,0.369,0.286,0.525,0.327,0.369,0.286,0.0037,0.6183,0.0106,0.0
0.522,0.326,0.382,0.277,0.522,0.326,0.382,0.277,0.0274,0.5515,0.0008,0.0
0.536,0.318,0.396,0.27,0.536,0.318,0.396,0.27,0.0445,0.4803,0.0,0.0
0.54,0.302,0.406,0.264,0.54,0.302,0.406,0.264,0.052,0.3756,0.0,0.0
0.547,0.282,0.399,0.265,0.547,0.282,0.399,0.265,0.066,0.2659,0.0,0.0
0.539,0.253,0.386,0.272,0.539,0.253,0.386,0.272,0.072,0.1502,0.0,0.0
0.55,0.227,0.37,0.277,0.55,0.227,0.37,0.277,0.0616,0.0518,0.0,0.0002
0.531,0.214,0.361,0.288,0.531,0.214,0.361,0.288,0.0623,0.0075,0.0,0.0121
0.469,0.211,0.344,0.305,0.469,0.211,0.344,0.305,0.049,0.0001,0.0,0.0437
0.431,0.211,0.332,0.342,0.431,0.211,0.332,0.342,0.0276,0.0,0.0,0.0874
0.396,0.202,0.323,0.391,0.396,0.202,0.323,0.391,0.0015,0.0,0.0095,0.1384
0.377,0.2,0.326,0.436,0.377,0.2,0.326,0.436,0.0,0.0,0.0407,0.1558
0.355,0.206,0.343,0.456,0.355,0.206,0.343,0.456,0.0,0.0,0.0983,0.1489
0.34,0.208,0.37,0.456,0.34,0.208,0.37,0.456,0.0,0.0,0.1714,0.1158
0.318,0.209,0.394,0.457,0.318,0.209,0.394,0.457,0.0,0.0,0.2388,0.0558
0.294,0.211,0.41,0.467,0.294,0.211,0.41,0.467,0.0,0.0049,0.2649,0.0109
0.293,0.217,0.415,0.464,0.293,0.217,0.415,0.464,0.0,0.0272,0.2948,0.0004
0.282,0.222,0.416,0.465,0.282,0.222,0.416,0.465,0.0,0.071,0.32,0.0
0.283,0.241,0.412,0.485,0.283,0.241,0.412,0.485,0.0,0.1357,0.3344,0.0
0.278,0.269,0.402,0.508,0.278,0.269,0.402,0.508,0.0,0.2193,0.295,0.0
0.264,0.285,0.374,0.543,0.264,0.285,0.374,0.543,0.0,0.3106,0.2622,0.0
0.257,0.297,0.334,0.576,0.257,0.297,0.334,0.576,0.0,0.3882,0.2199,0.0
0.245,0.31,0.29,0.593,0.245,0.31,0.29,0.593,0.0,0.4122,0.1456,0.0
0.242,0.312,0.261,0.611,0.242,0.312,0.261,0.611,0.0,0.4027,0.0658,0.0
0.223,0.305,0.237,0.629,0.223,0.305,0.237,0.629,0.0025,0.371,0.0133,0.0
0.204,0.292,0.216,0.646,0.204,0.292,0.216,0.646,0.0331,0.3534,0.0006,0.0
0.215,0.276,0.198,0.673,0.215,0.276,0.198,0.673,0.0796,0.2974,0.0,0.0
0.255,0.256,0.179,0.687,0.255,0.256,0.179,0.687,0.1212,0.2377,0.0,0.0
0.275,0.231,0.165,0.691,0.275,0.231,0.165,0.691,0.1461,0.1454,0.0,0.0
0.292,0.191,0.146,0.667,0.292,0.191,0.146,0.667,0.1447,0.074,0.0,0.0
0.282,0.153,0.129,0.607,0.282,0.153,0.129,0.607,0.1411,0.0282,0.0,0.0012
0.266,0.13,0.112,0.547,0.266,0.13,0.112,0.547,0.1206,0.0051,0.0,0.0257
0.242,0.116,0.1,0.516,0.242,0.116,0.1,0.516,0.0911,0.0002,0.0,0.0892
0.22,0.103,0.09,0.494,0.22,0.103,0.09,0.494,0.0543,0.0,0.0,0.1544
0.21,0.089,0.084,0.481,0.21,0.089,0.084,0.481,0.0036,0.0,0.0115,0.2216
0.214,0.076,0.076,0.494,0.214,0.076,0.076,0.494,0.0,0.0,0.0623,0.2345
0.206,0.07,0.077,0.452,0.206,0.07,0.077,0.452,0.0,0.0,0.146,0.2071
0.216,0.065,0.082,0.378,0.216,0.065,0.082,0.378,0.0,0.0,0.2653,0.1314
0.221,0.061,0.098,0.321,0.221,0.061,0.098,0.321,0.0,0.0,0.3711,0.0522
0.219,0.058,0.116,0.278,0.219,0.058,0.116,0.278,0.0,0.0069,0.457,0.0092
0.246,0.058,0.133,0.246,0.246,0.058,0.133,0.246,0.0,0.0462,0.528,0.0003
0.271,0.06,0.144,0.217,0.271,0.06,0.144,0.217,0.0,0.1092,0.5609,0.0
0.291,0.069,0.154,0.193,0.291,0.069,0.154,0.193,0.0,0.199,0.5418,0.0
0.306,0.078,0.159,0.172,0.306,0.078,0.159,0.172,0.0,0.2998,0.4835,0.0
0.315,0.086,0.168,0.157,0.315,0.086,0.168,0.157,0.0,0.3781,0.3499,0.0
0.311,0.093,0.171,0.149,0.311,0.093,0.171,0.149,0.0,0.4453,0.2119,0.0
0.3,0.101,0.175,0.138,0.3,0.101,0.175,0.138,0.0,0.4739,0.1185,0.0
0.316,0.11,0.174,0.133,0.316,0.11,0.174,0.133,0.0,0.4935,0.0459,0.0
0.328,0.12,0.18,0.129,0.328,0.12,0.18,0.129,0.0028,0.4827,0.008,0.0
0.335,0.128,0.189,0.126,0.335,0.128,0.189,0.126,0.0436,0.4645,0.0003,0.0
0.361,0.138,0.197,0.122,0.361,0.138,0.197,0.122,0.1127,0.408,0.0,0.0
0.405,0.144,0.206,0.123,0.405,0.144,0.206,0.123,0.1838,0.3149,0.0,0.0
0.441,0.145,0.238,0.127,0.441,0.145,0.238,0.127,0.2303,0.2246,0.0,0.0
0.464,0.138,0.262,0.126,0.464,0.138,0.262,0.126,0.2258,0.1294,0.0,0.0
0.474,0.132,0.287,0.128,0.474,0.132,0.287,0.128,0.2102,0.0495,0.0,0.0011
0.451,0.136,0.318,0.133,0.451,0.136,0.318,0.133,0.1776,0.008,0.0,0.0244
0.431,0.144,0.342,0.137,0.431,0.144,0.342,0.137,0.1408,0.0001,0.0,0.0899
0.353,0.152,0.351,0.142,0.353,0.152,0.351,0.142,0.073,0.0,0.0,0.1635
0.298,0.17,0.361,0.154,0.298,0.17,0.361,0.154,0.0041,0.0,0.0136,0.1979
0.281,0.176,0.385,0.165,0.281,0.176,0.385,0.165,0.0,0.0,0.0624,0.21
0.264,0.188,0.421,0.163,0.264,0.188,0.421,0.163,0.0,0.0,0.1387,0.173
0.247,0.197,0.46,0.16,0.247,0.197,0.46,0.16,0.0,0.0,0.2219,0.1099
0.237,0.21,0.495,0.157,0.237,0.21,0.495,0.157,0.0,0.0,0.2836,0.0465
0.227,0.214,0.524,0.155,0.227,0.214,0.524,0.155,0.0,0.0095,0.3296,0.0089
0.19,0.223,0.542,0.154,0.19,0.223,0.542,0.154,0.0,0.045,0.3462,0.0004
0.163,0.226,0.543,0.145,0.163,0.226,0.543,0.145,0.0,0.092,0.3416,0.0
0.154,0.24,0.543,0.135,0.154,0.24,0.543,0.135,0.0,0.1489,0.3412,0.0
0.138,0.257,0.532,0.125,0.138,0.257,0.532,0.125,0.0,0.2238,0.317,0.0
0.133,0.271,0.5,0.119,0.133,0.271,0.5,0.119,0.0,0.282,0.252,0.0
0.139,0.278,0.448,0.117,0.139,0.278,0.448,0.117,0.0,0.2979,0.2244,0.0
0.171,0.277,0.395,0.127,0.171,0.277,0.395,0.127,0.0,0.3146,0.1683,0.0
0.218,0.27,0.359,0.128,0.218,0.27,0.359,0.128,0.0,0.2998,0.0814,0.0
0.279,0.266,0.33,0.128,0.279,0.266,0.33,0.128,0.0072,0.2891,0.0165,0.0
0.348,0.266,0.307,0.128,0.348,0.266,0.307,0.128,0.0533,0.2696,0.0007,0.0
0.438,0.267,0.287,0.144,0.438,0.267,0.287,0.144,0.0883,0.2593,0.0,0.0
0.549,0.268,0.268,0.157,0.549,0.268,0.268,0.157,0.1051,0.2383,0.0,0.0
0.652,0.262,0.24,0.166,0.652,0.262,0.24,0.166,0.1067,0.1954,0.0,0.0
0.716,0.232,0.215,0.161,0.716,0.232,0.215,0.161,0.0828,0.1253,0.0,0.0
0.766,0.195,0.198,0.167,0.766,0.195,0.198,0.167,0.0583,0.0519,0.0,0.0015
0.773,0.173,0.181,0.183,0.773,0.173,0.181,0.183,0.0415,0.009,0.0,0.0366
0.756,0.165,0.17,0.214,0.756,0.165,0.17,0.214,0.0263,0.0002,0.0,0.0933
0.716,0.162,0.159,0.243,0.716,0.162,0.159,0.243,0.0146,0.0,0.0,0.1538
0.683,0.158,0.149,0.28,0.683,0.158,0.149,0.28,0.0011,0.0,0.0052,0.1941
0.679,0.157,0.14,0.323,0.679,0.157,0.14,0.323,0.0,0.0,0.0363,0.1958
0.741,0.163,0.141,0.36,0.741,0.163,0.141,0.36,0.0,0.0,0.0791,0.2737
0.749,0.164,0.142,0.387,0.749,0.164,0.142,0.387,0.0,0.0,0.1376,0.1377
0.738,0.157,0.144,0.406,0.738,0.157,0.144,0.406,0.0,0.0,0.1817,0.0388
0.749,0.156,0.145,0.419,0.749,0.156,0.145,0.419,0.0,0.0077,0.1964,0.0068
0.721,0.165,0.147,0.429,0.721,0.165,0.147,0.429,0.0,0.043,0.1954,0.0003
0.678,0.172,0.148,0.419,0.678,0.172,0.148,0.419,0.0,0.1084,0.203,0.0
0.63,0.183,0.151,0.41,0.63,0.183,0.151,0.41,0.0,0.2001,0.2057,0.0
0.596,0.192,0.153,0.399,0.596,0.192,0.153,0.399,0.0,0.2776,0.1833,0.0
0.588,0.202,0.16,0.391,0.588,0.202,0.16,0.391,0.0,0.3523,0.1648,0.0
0.574,0.212,0.163,0.38,0.574,0.212,0.163,0.38,0.0,0.4197,0.1402,0.0
0.579,0.219,0.168,0.382,0.579,0.219,0.168,0.382,0.0,0.3955,0.0966,0.0
0.596,0.221,0.163,0.385,0.596,0.221,0.163,0.385,0.0,0.3456,0.0458,0.0
0.66,0.218,0.164,0.392,0.66,0.218,0.164,0.392,0.0052,0.3129,0.0108,0.0
0.705,0.211,0.173,0.4,0.705,0.211,0.173,0.4,0.0486,0.261,0.0008,0.0
0.736,0.201,0.189,0.392,0.736,0.201,0.189,0.392,0.1252,0.2172,0.0,0.0
0.752,0.182,0.209,0.374,0.752,0.182,0.209,0.374,0.1786,0.1715,0.0,0.0
0.793,0.157,0.22,0.35,0.793,0.157,0.22,0.35,0.2266,0.1421,0.0,0.0
0.835,0.127,0.226,0.345,0.835,0.127,0.226,0.345,0.2309,0.098,0.0,0.0
0.772,0.107,0.226,0.347,0.772,0.107,0.226,0.347,0.2133,0.0429,0.0,0.0004
0.819,0.099,0.22,0.352,0.819,0.099,0.22,0.352,0.1823,0.008,0.0,0.0112
0.82,0.096,0.215,0.356,0.82,0.096,0.215,0.356,0.1352,0.0003,0.0,0.0357
0.8,0.095,0.211,0.371,0.8,0.095,0.211,0.371,0.0735,0.0,0.0,0.0504
0.769,0.092,0.209,0.395,0.769,0.092,0.209,0.395,0.0049,0.0,0.0128,0.0597
0.741,0.093,0.208,0.417,0.741,0.093,0.208,0.417,0.0,0.0,0.0718,0.0682
0.752,0.1,0.225,0.423,0.752,0.1,0.225,0.423,0.0,0.0,0.1674,0.0715
0.78,0.106,0.251,0.419,0.78,0.106,0.251,0.419,0.0,0.0,0.2597,0.0573
0.773,0.116,0.275,0.407,0.773,0.116,0.275,0.407,0.0,0.0001,0.3096,0.0289
0.765,0.13,0.289,0.398,0.765,0.13,0.289,0.398,0.0,0.0125,0.3287,0.0059
0.762,0.152,0.301,0.395,0.762,0.152,0.301,0.395,0.0,0.051,0.2715,0.0002
0.79,0.162,0.294,0.402,0.79,0.162,0.294,0.402,0.0,0.1246,0.2298,0.0
0.845,0.176,0.279,0.406,0.845,0.176,0.279,0.406,0.0,0.2129,0.2109,0.0
0.849,0.185,0.269,0.404,0.849,0.185,0.269,0.404,0.0,0.3109,0.1937,0.0
0.823,0.193,0.266,0.408,0.823,0.193,0.266,0.408,0.0,0.43,0.1719,0.0
0.806,0.206,0.261,0.413,0.806,0.206,0.261,0.413,0.0,0.5045,0.1151,0.0
0.789,0.219,0.249,0.397,0.789,0.219,0.249,0.397,0.0,0.5185,0.083,0.0
0.741,0.231,0.242,0.386,0.741,0.231,0.242,0.386,0.0,0.5112,0.0389,0.0
0.75,0.245,0.237,0.387,0.75,0.245,0.237,0.387,0.0054,0.4852,0.0075,0.0
0.777,0.258,0.238,0.397,0.777,0.258,0.238,0.397,0.0466,0.4589,0.0003,0.0
0.825,0.264,0.239,0.395,0.825,0.264,0.239,0.395,0.135,0.426,0.0,0.0
0.874,0.263,0.236,0.39,0.874,0.263,0.236,0.39,0.2002,0.3608,0.0,0.0
0.886,0.254,0.248,0.381,0.886,0.254,0.248,0.381,0.2362,0.2586,0.0,0.0
0.895,0.223,0.248,0.377,0.895,0.223,0.248,0.377,0.2408,0.1614,0.0,0.0
0.915,0.185,0.248,0.374,0.915,0.185,0.248,0.374,0.2375,0.0675,0.0,0.0006
0.844,0.162,0.253,0.375,0.844,0.162,0.253,0.375,0.1917,0.0119,0.0,0.0207
0.813,0.146,0.271,0.373,0.813,0.146,0.271,0.373,0.1504,0.0003,0.0,0.0565
0.737,0.132,0.294,0.377,0.737,0.132,0.294,0.377,0.0856,0.0,0.0,0.1031
0.69,0.133,0.312,0.391,0.69,0.133,0.312,0.391,0.0049,0.0,0.0027,0.1577
0.648,0.129,0.33,0.406,0.648,0.129,0.33,0.406,0.0,0.0,0.0229,0.1669
0.594,0.125,0.352,0.4,0.594,0.125,0.352,0.4,0.0,0.0,0.0689,0.1419
0.551,0.123,0.384,0.38,0.551,0.123,0.384,0.38,0.0,0.0,0.1501,0.0975
0.517,0.127,0.421,0.344,0.517,0.127,0.421,0.344,0.0,0.0,0.2127,0.0437
0.446,0.129,0.444,0.319,0.446,0.129,0.444,0.319,0.0,0.0145,0.2782,0.0082
0.411,0.133,0.461,0.304,0.411,0.133,0.461,0.304,0.0,0.0785,0.3059,0.0002
0.367,0.129,0.465,0.286,0.367,0.129,0.465,0.286,0.0,0.1688,0.3565,0.0
0.347,0.133,0.462,0.271,0.347,0.133,0.462,0.271,0.0,0.2999,0.3883,0.0
0.305,0.14,0.446,0.256,0.305,0.14,0.446,0.256,0.0,0.4113,0.371,0.0
0.304,0.153,0.429,0.246,0.304,0.153,0.429,0.246,0.0,0.496,0.3213,0.0
0.283,0.179,0.4,0.234,0.283,0.179,0.4,0.234,0.0,0.5908,0.2665,0.0
0.242,0.203,0.352,0.228,0.242,0.203,0.352,0.228,0.0,0.6461,0.1749,0.0
0.203,0.227,0.327,0.216,0.203,0.227,0.327,0.216,0.0,0.65,0.0783,0.0
0.17,0.245,0.317,0.207,0.17,0.245,0.317,0.207,0.0026,0.5805,0.0145,0.0
0.154,0.261,0.314,0.198,0.154,0.261,0.314,0.198,0.0262,0.455,0.0003,0.0
0.135,0.268,0.317,0.189,0.135,0.268,0.317,0.189,0.0659,0.3139,0.0,0.0
0.12,0.278,0.318,0.182,0.12,0.278,0.318,0.182,0.1272,0.2031,0.0,0.0
0.111,0.303,0.321,0.174,0.111,0.303,0.321,0.174,0.177,0.1203,0.0,0.0
0.126,0.323,0.324,0.162,0.126,0.323,0.324,0.162,0.1978,0.0602,0.0,0.0
0.155,0.335,0.324,0.155,0.155,0.335,0.324,0.155,0.1784,0.0266,0.0,0.0002
0.197,0.344,0.323,0.155,0.197,0.344,0.323,0.155,0.1375,0.0063,0.0,0.0178
0.249,0.358,0.313,0.171,0.249,0.358,0.313,0.171,0.0973,0.0005,0.0,0.0593
0.293,0.374,0.307,0.189,0.293,0.374,0.307,0.189,0.0487,0.0,0.0,0.0884
0.334,0.389,0.308,0.21,0.334,0.389,0.308,0.21,0.003,0.0,0.0063,0.0982
0.368,0.389,0.315,0.22,0.368,0.389,0.315,0.22,0.0,0.0,0.0465,0.1098
0.395,0.389,0.339,0.228,0.395,0.389,0.339,0.228,0.0,0.0,0.1266,0.1029
0.42,0.382,0.365,0.238,0.42,0.382,0.365,0.238,0.0,0.0,0.222,0.0719
0.429,0.364,0.381,0.249,0.429,0.364,0.381,0.249,0.0,0.0,0.3125,0.0284
0.464,0.356,0.379,0.255,0.464,0.356,0.379,0.255,0.0,0.0128,0.388,0.0048
0.494,0.376,0.384,0.262,0.494,0.376,0.384,0.262,0.0,0.0716,0.4408,0.0002
0.509,0.404,0.383,0.265,0.509,0.404,0.383,0.265,0.0,0.1571,0.4779,0.0
0.543,0.427,0.379,0.276,0.543,0.427,0.379,0.276,0.0,0.2605,0.4308,0.0
0.547,0.444,0.374,0.294,0.547,0.444,0.374,0.294,0.0,0.3654,0.4337,0.0
0.535,0.448,0.356,0.314,0.535,0.448,0.356,0.314,0.0,0.4408,0.4219,0.0
0.545,0.456,0.323,0.333,0.545,0.456,0.323,0.333,0.0,0.501,0.2991,0.0
0.533,0.469,0.272,0.367,0.533,0.469,0.272,0.367,0.0,0.5587,0.178,0.0
0.567,0.475,0.251,0.387,0.567,0.475,0.251,0.387,0.0,0.5589,0.0778,0.0
0.579,0.479,0.245,0.401,0.579,0.479,0.245,0.401,0.0025,0.5368,0.014,0.0
0.629,0.482,0.243,0.42,0.629,0.482,0.243,0.42,0.0165,0.5176,0.0002,0.0
0.628,0.476,0.241,0.43,0.628,0.476,0.241,0.43,0.0301,0.4735,0.0,0.0
0.636,0.45,0.235,0.443,0.636,0.45,0.235,0.443,0.0486,0.3708,0.0,0.0
0.662,0.398,0.238,0.462,0.662,0.398,0.238,0.462,0.0714,0.2755,0.0,0.0
0.683,0.33,0.228,0.485,0.683,0.33,0.228,0.485,0.1005,0.1667,0.0,0.0
0.711,0.27,0.217,0.506,0.711,0.27,0.217,0.506,0.133,0.0664,0.0,0.0003
0.701,0.242,0.211,0.53,0.701,0.242,0.211,0.53,0.1404,0.0117,0.0,0.0089
0.641,0.231,0.209,0.546,0.641,0.231,0.209,0.546,0.1203,0.0003,0.0,0.0196
0.573,0.225,0.209,0.558,0.573,0.225,0.209,0.558,0.0883,0.0,0.0,0.0701
0.52,0.214,0.214,0.57,0.52,0.214,0.214,0.57,0.0072,0.0,0.0146,0.0874
0.501,0.209,0.221,0.576,0.501,0.209,0.221,0.576,0.0,0.0,0.0854,0.0843
0.469,0.204,0.245,0.573,0.469,0.204,0.245,0.573,0.0,0.0,0.1991,0.076
0.469,0.193,0.277,0.563,0.469,0.193,0.277,0.563,0.0,0.0,0.3399,0.0492
0.471,0.181,0.307,0.562,0.471,0.181,0.307,0.562,0.0,0.0,0.435,0.021
0.483,0.177,0.329,0.573,0.483,0.177,0.329,0.573,0.0,0.0054,0.4786,0.0041
0.473,0.19,0.355,0.585,0.473,0.19,0.355,0.585,0.0,0.0252,0.4907,0.0002
0.461,0.211,0.377,0.591,0.461,0.211,0.377,0.591,0.0,0.0674,0.4639,0.0
0.469,0.238,0.392,0.588,0.469,0.238,0.392,0.588,0.0,0.1032,0.4492,0.0
0.496,0.252,0.401,0.575,0.496,0.252,0.401,0.575,0.0,0.1211,0.4028,0.0
0.48,0.269,0.387,0.561,0.48,0.269,0.387,0.561,0.0,0.1383,0.3221,0.0
0.469,0.295,0.36,0.552,0.469,0.295,0.36,0.552,0.0,0.1599,0.2568,0.0
0.442,0.335,0.329,0.541,0.442,0.335,0.329,0.541,0.0,0.2528,0.1499,0.0
0.408,0.368,0.315,0.54,0.408,0.368,0.315,0.54,0.0,0.3504,0.0575,0.0
0.388,0.39,0.312,0.528,0.388,0.39,0.312,0.528,0.0088,0.4161,0.0097,0.0
0.353,0.408,0.313,0.514,0.353,0.408,0.313,0.514,0.0755,0.438,0.0002,0.0
0.352,0.406,0.311,0.501,0.352,0.406,0.311,0.501,0.1691,0.425,0.0,0.0
